mmr,result,server,timestamp,top_1,jung_1,mid_1,adc_1,supp_1,top_2,jung_2,mid_2,adc_2,supp_2
Challenger,Defeat,euw,2019-06-12,Ryze,Riven,Pyke,Sivir,Lux,Mordekaiser,Olaf,Aatrox,Xayah,Alistar
Challenger,Victory,euw,2019-06-18,Irelia,Taliyah,Katarina,Xayah,Pyke,Sona,Rengar,Malzahar,Gnar,Taric
Challenger,Defeat,euw,2019-06-15,Aatrox,Kha'Zix,Vladimir,Xayah,Rakan,Irelia,Gragas,Karma,Caitlyn,Morgana
Challenger,Defeat,euw,2019-06-12,Aatrox,Singed,Pyke,Kai'Sa,Blitzcrank,Camille,Gragas,Ryze,Sivir,Karma
Challenger,Defeat,euw,2019-06-18,Karma,Jarvan IV,Cassiopeia,Varus,Lux,Jayce,Nidalee,Ryze,Sivir,Pyke
Challenger,Victory,euw,2019-06-18,Fiora,Lee Sin,Mordekaiser,Ezreal,Janna,Neeko,Gragas,Katarina,Draven,Nautilus
Challenger,Defeat,euw,2019-06-15,Mordekaiser,Jarvan IV,Zed,Ezreal,Janna,Neeko,Zac,Akali,Draven,Karma
Challenger,Victory,euw,2019-06-12,Sylas,Kayn,Neeko,Sivir,Karma,Ryze,Gragas,Talon,Kai'Sa,Lux
Challenger,Defeat,euw,2019-06-18,Akali,Rengar,Yasuo,Ashe,Tahm Kench,Kled,Kayn,Vel'Koz,Ezreal,Sona
Challenger,Defeat,euw,2019-06-18,Mordekaiser,Kha'Zix,Aatrox,Varus,Karma,Fiora,Gragas,Yasuo,Ezreal,Lux
Challenger,Victory,euw,2019-06-15,Viktor,Olaf,Zoe,Ezreal,Bard,Karma,Graves,Kassadin,Sivir,Yuumi
Challenger,Defeat,euw,2019-06-12,Kassadin,Aatrox,Singed,Kai'Sa,Nautilus,Tryndamere,Rengar,Zoe,Pantheon,Taliyah
Challenger,Defeat,euw,2019-06-18,Malzahar,Jarvan IV,Kled,Ezreal,Sona,Aatrox,Elise,Mordekaiser,Ashe,Tahm Kench
Challenger,Victory,euw,2019-06-19,Rengar,Shaco,Twisted Fate,Xayah,Lux,Mordekaiser,Elise,Ekko,Ezreal,Thresh
Challenger,Defeat,euw,2019-06-15,Irelia,Gragas,LeBlanc,Ezreal,Bard,Karma,Zac,Akali,Kalista,Thresh
Challenger,Defeat,euw,2019-06-11,Irelia,Olaf,Lux,Kai'Sa,Yuumi,Darius,Sejuani,Camille,Sivir,Sona
Challenger,Defeat,euw,2019-06-17,Akali,Rek'Sai,Yasuo,Miss Fortune,Lux,Riven,Sejuani,Soraka,Kai'Sa,Gragas
Challenger,Victory,euw,2019-06-11,Nocturne,Rek'Sai,Rumble,Sivir,Zilean,Poppy,Jarvan IV,Katarina,Lucian,Alistar
Challenger,Defeat,euw,2019-06-11,Tryndamere,Hecarim,Fizz,Sivir,Yuumi,Malphite,Sejuani,Irelia,Xayah,Pyke
Challenger,Defeat,euw,2019-06-17,Darius,Hecarim,Akali,Jhin,Taric,Riven,Olaf,Aurelion Sol,Yasuo,Gragas
Challenger,Defeat,euw,2019-06-19,Fiora,Fiddlesticks,Neeko,Kai'Sa,Pyke,Kennen,Lee Sin,Irelia,Caitlyn,Lux
Challenger,Victory,euw,2019-06-11,Talon,Lee Sin,Ryze,Ezreal,Pyke,Sylas,Xin Zhao,Malzahar,Kai'Sa,Thresh
Challenger,Defeat,euw,2019-06-17,Neeko,Rek'Sai,Syndra,Sivir,Yuumi,Kennen,Lee Sin,Aurelion Sol,Twitch,Alistar
Challenger,Victory,euw,2019-06-18,Irelia,Gragas,Neeko,Caitlyn,Morgana,Shen,Rek'Sai,Viktor,Tristana,Fiddlesticks
Challenger,Defeat,euw,2019-06-11,Sylas,Lee Sin,Aatrox,Sivir,Fiddlesticks,Camille,Jax,Ryze,Lucian,Lux
Challenger,Defeat,euw,2019-06-10,Jax,Ivern,Camille,Ezreal,Morgana,Irelia,Rengar,Taliyah,Lucian,Thresh
Challenger,Defeat,euw,2019-06-17,Irelia,Kindred,Cassiopeia,Kai'Sa,Lux,Camille,Gragas,Ryze,Sivir,Karma
Challenger,Victory,euw,2019-06-18,Ahri,Riven,Diana,Ezreal,Karma,Syndra,Hecarim,Ryze,Caitlyn,Soraka
Challenger,Defeat,euw,2019-06-10,Irelia,Jarvan IV,Neeko,Kai'Sa,Janna,Aatrox,Rengar,Akali,Ezreal,Lux
Challenger,Defeat,euw,2019-06-17,Jax,Taliyah,Katarina,Sivir,Karma,Yorick,Karthus,Wukong,Vayne,Lulu
Challenger,Victory,euw,2019-06-18,Darius,Kha'Zix,Irelia,Sivir,Nami,Mordekaiser,Lee Sin,Fizz,Kai'Sa,Karma
Challenger,Victory,euw,2019-06-17,Riven,Ryze,Orianna,Xayah,Karma,Mordekaiser,Karthus,Talon,Ashe,Lux
Challenger,Defeat,euw,2019-06-17,Yasuo,Taliyah,Vel'Koz,Xayah,Rakan,Camille,Sejuani,Aatrox,Veigar,Nautilus
Challenger,Defeat,euw,2019-06-18,Pyke,Sylas,Ahri,Kai'Sa,Thresh,Neeko,Taliyah,Talon,Ezreal,Brand
Challenger,Victory,euw,2019-06-17,Darius,Fiddlesticks,Azir,Xayah,Morgana,Jayce,Karthus,LeBlanc,Pyke,Yuumi
Challenger,Defeat,euw,2019-06-18,Ryze,Hecarim,Mordekaiser,Ezreal,Yuumi,Karma,Lee Sin,Corki,Kai'Sa,Sona
Challenger,Victory,euw,2019-06-17,Karma,Kindred,Orianna,Lucian,Lux,Kennen,Vi,Talon,Draven,Thresh
Challenger,Defeat,euw,2019-06-18,Rumble,Sejuani,Camille,Sona,Tahm Kench,Jax,Lee Sin,Twisted Fate,Sivir,Karma
Challenger,Defeat,euw,2019-06-19,Karma,Lee Sin,Zed,Taric,Sona,Nautilus,Ryze,Vladimir,Kalista,Alistar
Challenger,Victory,euw,2019-06-18,Karma,Lee Sin,Twisted Fate,Ezreal,Lux,Camille,Elise,LeBlanc,Sivir,Blitzcrank
Challenger,Victory,euw,2019-06-18,Nocturne,Jarvan IV,Twisted Fate,Lucian,Yuumi,Renekton,Aatrox,Corki,Sivir,Fiddlesticks
Challenger,Defeat,euw,2019-06-19,Jayce,Sejuani,Irelia,Sivir,Karma,Fiora,Taliyah,Twisted Fate,Kalista,Alistar
Challenger,Defeat,euw,2019-06-19,Camille,Kayn,Ryze,Ezreal,Lux,Kennen,Karthus,Irelia,Lucian,Karma
Challenger,Defeat,euw,2019-06-18,Poppy,Sylas,Katarina,Ezreal,Zilean,Neeko,Kindred,Irelia,Yasuo,Alistar
Challenger,Defeat,euw,2019-06-18,Rengar,Ivern,Yasuo,Sivir,Nautilus,Irelia,Lee Sin,Tahm Kench,Kai'Sa,Thresh
Challenger,Victory,euw,2019-06-19,Neeko,Lee Sin,Corki,Vayne,Lulu,Riven,Rek'Sai,Talon,Sivir,Vel'Koz
Challenger,Defeat,euw,2019-06-19,Jax,Zac,Ahri,Jhin,Nautilus,Darius,Sejuani,Diana,Ezreal,Alistar
Challenger,Victory,euw,2019-06-18,Poppy,Taliyah,Vayne,Ezreal,Lux,Gangplank,Kayn,Ekko,Kai'Sa,Nautilus
Challenger,Defeat,euw,2019-06-19,Irelia,Elise,Akali,Vayne,Soraka,Vladimir,Sejuani,Taliyah,Caitlyn,Lux
Challenger,Defeat,euw,2019-06-19,Kassadin,Kindred,Vel'Koz,Tahm Kench,Sona,Fiora,Sejuani,Neeko,Sivir,Karma
Challenger,Defeat,euw,2019-06-19,Vladimir,Nunu & Willump,Irelia,Xayah,Alistar,Mordekaiser,Jarvan IV,Neeko,Sivir,Lux
Challenger,Defeat,euw,2019-06-19,Kennen,Lee Sin,Pyke,Sivir,Yuumi,Mordekaiser,Kindred,Vladimir,Yasuo,Nautilus
Challenger,Defeat,euw,2019-06-19,Tryndamere,Aatrox,Karma,Sivir,Yuumi,Riven,Lee Sin,Lux,Yasuo,Nautilus
Challenger,Defeat,euw,2019-06-19,Aatrox,Dr. Mundo,Kennen,Caitlyn,Lux,Renekton,Lee Sin,Ryze,Ezreal,Karma
Challenger,Defeat,euw,2019-06-16,Yorick,Evelynn,Nocturne,Ashe,Sona,Aatrox,Sylas,Fiora,Sivir,Soraka
Challenger,Defeat,euw,2019-06-18,Darius,Ivern,Camille,Kai'Sa,Sona,Aatrox,Karthus,Corki,Draven,Rakan
Challenger,Victory,euw,2019-06-19,Ryze,Kha'Zix,Aatrox,Xayah,Janna,Jayce,Lee Sin,Aurelion Sol,Ezreal,Lux
Challenger,Defeat,euw,2019-06-18,Aatrox,Zac,Katarina,Xayah,Rakan,Gangplank,Skarner,Zoe,Ezreal,Thresh
Challenger,Defeat,euw,2019-06-13,Vladimir,Karthus,Zed,Jhin,Sona,Sylas,Gragas,Pyke,Sivir,Karma
Challenger,Victory,euw,2019-06-18,Rumble,Sejuani,Irelia,Yasuo,Lux,Mordekaiser,Karthus,Neeko,Kai'Sa,Poppy
Challenger,Defeat,euw,2019-06-19,Riven,Sejuani,Nocturne,Caitlyn,Lux,Aatrox,Rek'Sai,Orianna,Sona,Tahm Kench
Challenger,Victory,euw,2019-06-18,Gangplank,Jarvan IV,Vladimir,Lucian,Karma,Darius,Mordekaiser,Talon,Sona,Lux
Challenger,Defeat,euw,2019-06-19,Mordekaiser,Olaf,Karma,Xayah,Pyke,Irelia,Lee Sin,Heimerdinger,Viktor,Gragas
Challenger,Defeat,euw,2019-06-18,Irelia,Fiddlesticks,Akali,Jhin,Lux,Poppy,Rek'Sai,Karma,Xayah,Nautilus
Challenger,Defeat,euw,2019-06-13,Riven,Elise,Lux,Xayah,Thresh,Zed,Jarvan IV,Ryze,Sivir,Karma
Challenger,Defeat,euw,2019-06-18,Rumble,Zac,Zed,Ezreal,Pyke,Renekton,Lee Sin,Karma,Sivir,Morgana
Challenger,Defeat,euw,2019-06-18,Nocturne,Sylas,Rumble,Ezreal,Vel'Koz,Heimerdinger,Taliyah,Talon,Xayah,Janna
Challenger,Defeat,euw,2019-06-14,Aatrox,Master Yi,Braum,Ezreal,Taric,Dr. Mundo,Rek'Sai,Zoe,Draven,Zilean
Challenger,Victory,euw,2019-06-19,Karma,Sejuani,Anivia,Sivir,Sona,Irelia,Karthus,Zoe,Pyke,Yuumi
Challenger,Victory,euw,2019-06-14,Aatrox,Kindred,Akali,Rengar,Ivern,Kled,Xin Zhao,Ahri,Tahm Kench,Sona
Challenger,Victory,euw,2019-06-19,Aatrox,Karthus,Zed,Draven,Nautilus,Gnar,Lee Sin,Corki,Kai'Sa,Lux
Challenger,Victory,euw,2019-06-18,Camille,Elise,Nocturne,Sivir,Pyke,Jax,Nidalee,Talon,Lucian,Lux
Challenger,Defeat,euw,2019-06-14,Cassiopeia,Nocturne,Zed,Pyke,Yuumi,Syndra,Olaf,Sylas,Kai'Sa,Lux
Challenger,Victory,euw,2019-06-19,Tahm Kench,Kindred,Aurelion Sol,Sivir,Fiddlesticks,Kled,Jarvan IV,Kassadin,Vayne,Karma
Challenger,Defeat,euw,2019-06-18,Yasuo,Taliyah,Cassiopeia,Sivir,Yuumi,Aatrox,Fiddlesticks,Kassadin,Corki,Braum
Challenger,Defeat,euw,2019-06-19,Neeko,Lee Sin,Pyke,Jhin,Nautilus,Rumble,Taliyah,Camille,Xayah,Rakan
Challenger,Defeat,euw,2019-06-18,Jax,Sylas,Katarina,Sivir,Yuumi,Irelia,Gragas,Karma,Xayah,Rakan
Challenger,Defeat,euw,2019-06-14,Poppy,Lee Sin,Azir,Sivir,Lux,Rengar,Sejuani,Irelia,Caitlyn,Karma
Challenger,Defeat,euw,2019-06-18,Akali,Rek'Sai,Neeko,Ezreal,Thresh,Aatrox,Jarvan IV,Vladimir,Ashe,Braum
Challenger,Defeat,euw,2019-06-19,Aatrox,Elise,Yasuo,Sivir,Braum,Kennen,Kindred,Twisted Fate,Tristana,Leona
Challenger,Defeat,euw,2019-06-14,Mordekaiser,Kha'Zix,Yasuo,Caitlyn,Braum,Tryndamere,Sejuani,Irelia,Sona,Taric
Challenger,Victory,euw,2019-06-19,Vladimir,Lee Sin,Karma,Ezreal,Yuumi,Galio,Kha'Zix,Kassadin,Sivir,Nautilus
Challenger,Defeat,euw,2019-06-18,Jax,Jarvan IV,Cassiopeia,Draven,Nami,Camille,Taliyah,Karma,Varus,Thresh
Challenger,Defeat,euw,2019-06-14,Aatrox,Evelynn,LeBlanc,Kai'Sa,Karma,Camille,Olaf,Zed,Ezreal,Alistar
Challenger,Victory,euw,2019-06-18,Irelia,Rengar,Fizz,Ezreal,Karma,Camille,Sylas,Neeko,Lucian,Pyke
Challenger,Defeat,euw,2019-06-19,Neeko,Lee Sin,Anivia,Draven,Vel'Koz,Karma,Kindred,Morgana,Lucian,Braum
Challenger,Defeat,euw,2019-06-17,Irelia,Sylas,Ryze,Kai'Sa,Nautilus,Mordekaiser,Gragas,LeBlanc,Jhin,Karma
Challenger,Defeat,euw,2019-06-10,Camille,Sejuani,Irelia,Ezreal,Pyke,Neeko,Olaf,Morgana,Xayah,Rakan
Challenger,Victory,euw,2019-06-17,Shen,Lee Sin,Mordekaiser,Ezreal,Karma,Kled,Kayn,Katarina,Kai'Sa,Nautilus
Challenger,Defeat,euw,2019-06-17,Karma,Xin Zhao,Jayce,Sivir,Tahm Kench,Renekton,Vi,Mordekaiser,Yasuo,Alistar
Challenger,Defeat,euw,2019-06-17,Jayce,Lee Sin,Pyke,Vladimir,Yuumi,Zoe,Rek'Sai,Mordekaiser,Caitlyn,Lux
Challenger,Defeat,euw,2019-06-19,Akali,Sejuani,Irelia,Ezreal,Karma,Jax,Trundle,Katarina,Lucian,Lux
Challenger,Victory,euw,2019-06-17,Irelia,Lee Sin,Kassadin,Caitlyn,Thresh,Pyke,Elise,Ryze,Xayah,Rakan
Challenger,Defeat,euw,2019-06-19,Ryze,Sejuani,Jayce,Tristana,Yuumi,Renekton,Trundle,Vladimir,Ashe,Karma
Challenger,Victory,euw,2019-06-16,Shyvana,Lee Sin,Mordekaiser,Xayah,Blitzcrank,Rengar,Olaf,Ryze,Caitlyn,Karma
Challenger,Defeat,euw,2019-06-19,Gangplank,Gragas,Yasuo,Kai'Sa,Yuumi,Karma,Lee Sin,Mordekaiser,Ezreal,Xerath
Challenger,Victory,euw,2019-06-16,Camille,Taliyah,Irelia,Ezreal,Yuumi,Gangplank,Jarvan IV,Akali,Xayah,Rakan
Challenger,Defeat,euw,2019-06-19,Fiora,Gragas,Nocturne,Kalista,Thresh,Gnar,Olaf,LeBlanc,Xayah,Karma
Challenger,Defeat,euw,2019-06-16,Akali,Kayn,Katarina,Caitlyn,Morgana,Riven,Lee Sin,Mordekaiser,Sivir,Lux
Challenger,Defeat,euw,2019-06-19,Kled,Kha'Zix,Xerath,Ezreal,Karma,Jax,Hecarim,Zoe,Lucian,Rammus
Challenger,Defeat,euw,2019-06-19,Lulu,Fiddlesticks,Jayce,Kai'Sa,Yuumi,Aatrox,Kayn,Talon,Xayah,Pyke
Challenger,Defeat,euw,2019-06-18,Mordekaiser,Kha'Zix,Twisted Fate,Jhin,Pyke,Karma,Rek'Sai,Olaf,Kai'Sa,Lux
Challenger,Defeat,euw,2019-06-18,Camille,Aatrox,Taliyah,Sivir,Nautilus,Poppy,Rengar,Ryze,Ezreal,Brand
Challenger,Defeat,euw,2019-06-19,Camille,Karthus,Fizz,Ezreal,Nautilus,Akali,Sejuani,LeBlanc,Caitlyn,Karma
Challenger,Defeat,euw,2019-06-18,Riven,Sejuani,Zed,Xerath,Zilean,Karma,Kindred,Aatrox,Ezreal,Lux
Challenger,Defeat,euw,2019-06-18,Irelia,Rek'Sai,Zed,Veigar,Lux,Mordekaiser,Lee Sin,Katarina,Sona,Tahm Kench
Challenger,Defeat,euw,2019-06-19,Renekton,Elise,Zed,Ezreal,Yuumi,Camille,Skarner,Katarina,Sivir,Leona
Challenger,Defeat,euw,2019-06-15,Rumble,Jarvan IV,LeBlanc,Ezreal,Janna,Jayce,Aatrox,Syndra,Sona,Taric
Challenger,Defeat,euw,2019-06-18,Irelia,Shaco,Akali,Jhin,Lux,Sylas,Lee Sin,Aatrox,Sivir,Karma
Challenger,Defeat,euw,2019-06-18,Irelia,Elise,Taliyah,Kai'Sa,Karma,Camille,Rek'Sai,Ryze,Sivir,Thresh
Challenger,Victory,euw,2019-06-19,Karma,Sylas,Ahri,Ezreal,Pyke,Viktor,Kindred,Irelia,Tristana,Braum
Challenger,Defeat,euw,2019-06-19,Karma,Nocturne,Mordekaiser,Ezreal,Nautilus,Riven,Taliyah,Katarina,Xayah,Rakan
Challenger,Defeat,euw,2019-06-15,Karma,Lee Sin,Irelia,Ezreal,Blitzcrank,Jayce,Elise,Pyke,Ashe,Lux
Challenger,Defeat,euw,2019-06-18,Camille,Elise,Malzahar,Ezreal,Pyke,Jax,Olaf,Taliyah,Lucian,Janna
Challenger,Victory,euw,2019-06-19,Aatrox,Teemo,Yasuo,Tristana,Nautilus,Karma,Elise,Pyke,Draven,Morgana
Challenger,Defeat,euw,2019-06-15,Renekton,Olaf,Cassiopeia,Ezreal,Thresh,Ryze,Jarvan IV,Irelia,Tahm Kench,Sona
Challenger,Defeat,euw,2019-06-18,Aatrox,Sejuani,Akali,Sivir,Karma,Mordekaiser,Lee Sin,Janna,Ashe,Thresh
Challenger,Defeat,euw,2019-06-19,Aatrox,Vi,Katarina,Neeko,Sona,Vladimir,Rengar,Fizz,Sivir,Thresh
Challenger,Victory,euw,2019-06-19,Corki,Xin Zhao,Yasuo,Lucian,Thresh,Poppy,Olaf,Neeko,Xayah,Rakan
Challenger,Defeat,euw,2019-06-15,Sylas,Trundle,Ryze,Sivir,Lux,Yorick,Lee Sin,Neeko,Cassiopeia,Vel'Koz
Challenger,Defeat,euw,2019-06-19,Camille,Kha'Zix,Vladimir,Vayne,Braum,Irelia,Jarvan IV,Karma,Xayah,Poppy
Challenger,Defeat,euw,2019-06-15,Neeko,Mordekaiser,Aatrox,Vayne,Zyra,Fiora,Lee Sin,Taliyah,Kai'Sa,Nami
Challenger,Victory,euw,2019-06-19,Vladimir,Sejuani,Irelia,Kalista,Bard,Karma,Karthus,Talon,Sivir,Pyke
Challenger,Defeat,euw,2019-06-15,Gangplank,Sejuani,LeBlanc,Caitlyn,Thresh,Irelia,Taliyah,Vladimir,Kai'Sa,Karma
Challenger,Defeat,euw,2019-06-19,Jhin,Kindred,Akali,Jinx,Braum,Karma,Kha'Zix,Corki,Tristana,Pyke
Challenger,Defeat,euw,2019-06-15,Neeko,Olaf,Kassadin,Ezreal,Braum,Akali,Lee Sin,Zoe,Xayah,Pyke
Challenger,Defeat,euw,2019-06-15,Ryze,Lee Sin,Irelia,Sona,Karma,Aatrox,Gragas,Pyke,Lucian,Braum
Challenger,Victory,euw,2019-06-19,Camille,Mordekaiser,Pyke,Vayne,Soraka,Jayce,Karthus,Katarina,Kai'Sa,Lux
Challenger,Defeat,euw,2019-06-15,Mordekaiser,Kha'Zix,Pyke,Taliyah,Alistar,Irelia,Lee Sin,Akali,Caitlyn,Thresh
Challenger,Defeat,euw,2019-06-19,Riven,Elise,Neeko,Kai'Sa,Pyke,Gangplank,Jarvan IV,LeBlanc,Sivir,Karma
Challenger,Defeat,euw,2019-06-19,Aatrox,Lee Sin,Vladimir,Sivir,Vel'Koz,Karma,Hecarim,Zed,Ashe,Fiddlesticks
Challenger,Defeat,euw,2019-06-19,Tryndamere,Rengar,Lulu,Sivir,Karma,Rumble,Warwick,Lux,Ezreal,Nautilus
Challenger,Defeat,euw,2019-06-18,Camille,Zac,Ekko,Sivir,Pyke,Malzahar,Olaf,Aurelion Sol,Varus,Alistar
Challenger,Defeat,euw,2019-06-18,Camille,Graves,Zed,Kai'Sa,Braum,Neeko,Taliyah,Corki,Lucian,Bard
Challenger,Defeat,euw,2019-06-18,Karma,Jarvan IV,Mordekaiser,Sivir,Nautilus,Aatrox,Kha'Zix,Karthus,Twitch,Yuumi
Challenger,Defeat,euw,2019-06-18,Neeko,Hecarim,Mordekaiser,Ezreal,Karma,Lulu,Kog'Maw,Irelia,Kai'Sa,Pyke
Challenger,Defeat,euw,2019-06-18,Fiora,Karthus,Karma,Lucian,Braum,Sylas,Kha'Zix,Riven,Ezreal,Nautilus
Challenger,Defeat,euw,2019-06-18,Pyke,Twitch,Taliyah,Sivir,Lux,Aatrox,Sejuani,Neeko,Lucian,Braum
Challenger,Defeat,euw,2019-06-18,Camille,Kha'Zix,Karma,Sivir,Pyke,Gnar,Jarvan IV,Vladimir,Kai'Sa,Nautilus
Challenger,Defeat,euw,2019-06-17,Darius,Ivern,Irelia,Ezreal,Lux,Jax,Sejuani,Yasuo,Kai'Sa,Thresh
Challenger,Defeat,euw,2019-06-18,Karma,Sejuani,Fizz,Caitlyn,Lux,Aatrox,Rek'Sai,Viktor,Kai'Sa,Thresh
Challenger,Defeat,euw,2019-06-17,Gangplank,Taliyah,Karma,Ezreal,Lux,Twisted Fate,Lee Sin,Teemo,Kai'Sa,Thresh
Challenger,Defeat,euw,2019-06-18,Irelia,Lee Sin,Aatrox,Kai'Sa,Alistar,Renekton,Rek'Sai,Orianna,Ezreal,Nautilus
Challenger,Defeat,euw,2019-06-17,Shen,Vi,Diana,Kai'Sa,Sona,Irelia,Rengar,Katarina,Xayah,Thresh
Challenger,Defeat,euw,2019-06-18,Illaoi,Lee Sin,Viktor,Twitch,Yuumi,Ryze,Kayn,Sylas,Sivir,Karma
Challenger,Defeat,euw,2019-06-17,Rengar,Taliyah,Aatrox,Varus,Thresh,Gnar,Vi,Katarina,Kai'Sa,Karma
Challenger,Defeat,euw,2019-06-17,Riven,Graves,Mordekaiser,Sona,Taric,Neeko,Hecarim,Katarina,Kai'Sa,Lux
Challenger,Defeat,euw,2019-06-12,Olaf,Rek'Sai,Karma,Lucian,Thresh,Nocturne,Shaco,Aurelion Sol,Jhin,Alistar
Challenger,Victory,euw,2019-06-13,Ryze,Rek'Sai,Ahri,Vayne,Sona,Riven,Nunu & Willump,Karma,Tristana,Rakan
Challenger,Defeat,euw,2019-06-17,Malphite,Xin Zhao,Taliyah,Lucian,Yuumi,Karma,Lee Sin,Ahri,Sivir,Lux
Challenger,Defeat,euw,2019-06-12,Jayce,Graves,Sylas,Miss Fortune,Nautilus,Karma,Kayn,Zed,Lucian,Nidalee
Challenger,Victory,euw,2019-06-13,Irelia,Rek'Sai,Twisted Fate,Jinx,Sona,Pyke,Elise,Heimerdinger,Jhin,Lux
Challenger,Defeat,euw,2019-06-17,Irelia,Lee Sin,Corki,Lucian,Lux,Renekton,Aatrox,Orianna,Ezreal,Nami
Challenger,Defeat,euw,2019-06-12,Camille,Lee Sin,Zed,Twitch,Taric,Aurelion Sol,Graves,Yasuo,Miss Fortune,Lux
Challenger,Defeat,euw,2019-06-13,Mordekaiser,Lee Sin,Yasuo,Sivir,Nautilus,Darius,Xin Zhao,Zoe,Kai'Sa,Sona
Challenger,Defeat,euw,2019-06-18,Mordekaiser,Evelynn,Katarina,Xayah,Rakan,Riven,Jarvan IV,Zoe,Lucian,Karma
Challenger,Defeat,euw,2019-06-19,Ryze,Kindred,Pyke,Kai'Sa,Nautilus,Yorick,Gragas,Yasuo,Xayah,Rakan
Challenger,Victory,euw,2019-06-12,Jax,Volibear,Yasuo,Pantheon,Taliyah,Gangplank,Evelynn,Pyke,Lucian,Thresh
Challenger,Victory,euw,2019-06-13,Jayce,Lee Sin,Ryze,Kai'Sa,Sona,Vladimir,Kindred,Rumble,Miss Fortune,Nautilus
Challenger,Defeat,euw,2019-06-18,Kennen,Jarvan IV,Corki,Kalista,Thresh,Pyke,Kha'Zix,Xerath,Sivir,Lux
Challenger,Defeat,euw,2019-06-19,Renekton,Rek'Sai,Malzahar,Sivir,Yuumi,Riven,Karthus,Irelia,Lucian,Lux
Challenger,Victory,euw,2019-06-12,Tahm Kench,Lee Sin,Aurelion Sol,Caitlyn,Morgana,Zed,Elise,Neeko,Ezreal,Soraka
Challenger,Defeat,euw,2019-06-18,Vladimir,Sejuani,Lux,Lucian,Rengar,Tahm Kench,Jarvan IV,Ryze,Sivir,Rakan
Challenger,Defeat,euw,2019-06-13,Karma,Karthus,Ryze,Sivir,Thresh,Riven,Lee Sin,Zoe,Sona,Shaco
Challenger,Defeat,euw,2019-06-18,Neeko,Rengar,Irelia,Twitch,Karma,Renekton,Elise,LeBlanc,Sivir,Rakan
Challenger,Victory,euw,2019-06-12,Neeko,Lee Sin,Olaf,Xayah,Lulu,Vladimir,Kindred,Aatrox,Tristana,Lux
Challenger,Defeat,euw,2019-06-17,Mordekaiser,Lee Sin,Talon,Caitlyn,Thresh,Jax,Kindred,Camille,Draven,Morgana
Challenger,Defeat,euw,2019-06-09,Malphite,Aatrox,Orianna,Yasuo,Alistar,Camille,Jarvan IV,Diana,Sivir,Sona
Challenger,Victory,euw,2019-06-17,Vladimir,Rek'Sai,Zed,Tristana,Sona,Karma,Jarvan IV,Olaf,Mordekaiser,Pyke
Challenger,Defeat,euw,2019-06-19,Rumble,Olaf,Fizz,Ezreal,Lux,Gragas,Sejuani,Irelia,Yasuo,Karma
Challenger,Victory,euw,2019-06-12,Fiora,Jax,Aurelion Sol,Xayah,Rakan,Aatrox,Nunu & Willump,Katarina,Draven,Morgana
Challenger,Defeat,euw,2019-06-17,Malphite,Ekko,Pyke,Draven,Bard,Kassadin,Sejuani,Fiora,Miss Fortune,Lux
Challenger,Defeat,euw,2019-06-15,Vayne,Jarvan IV,Vladimir,Ezreal,Yuumi,Sion,Elise,LeBlanc,Sivir,Karma
Challenger,Defeat,euw,2019-06-19,Olaf,Kindred,Syndra,Vayne,Lux,Jax,Taliyah,Kassadin,Jinx,Galio
Challenger,Victory,euw,2019-06-12,Sylas,Sejuani,Malzahar,Ezreal,Taliyah,Aatrox,Rengar,Fiora,Neeko,Thresh
Challenger,Defeat,euw,2019-06-15,Corki,Rek'Sai,Sion,Sivir,Karma,Neeko,Kayn,Kassadin,Xayah,Thresh
Challenger,Victory,euw,2019-06-19,Neeko,Kayn,Katarina,Sivir,Lux,Jayce,Elise,Ezreal,Kai'Sa,Vel'Koz
Challenger,Defeat,euw,2019-06-18,Aurelion Sol,Sejuani,Zoe,Kai'Sa,Lux,Cho'Gath,Kindred,Karma,Tristana,Thresh
Challenger,Victory,euw,2019-06-11,Neeko,Jarvan IV,Talon,Sivir,Soraka,Renekton,Rek'Sai,Ahri,Ezreal,Lux
Challenger,Defeat,euw,2019-06-15,Fiora,Sejuani,Pyke,Ezreal,Karma,Neeko,Lee Sin,Ziggs,Draven,Lux
Challenger,Defeat,euw,2019-06-13,Singed,Lee Sin,Ryze,Xayah,Sona,Darius,Kha'Zix,Orianna,Sivir,Fiddlesticks
Challenger,Defeat,euw,2019-06-18,Zed,Zac,Neeko,Ezreal,Lux,Karma,Kindred,Cho'Gath,Sivir,Braum
Challenger,Defeat,euw,2019-06-10,Jax,Gragas,Neeko,Camille,Pyke,Katarina,Rengar,Zed,Taric,Sona
Challenger,Victory,euw,2019-06-13,Fiora,Jarvan IV,Lux,Xayah,Nautilus,Kassadin,Pantheon,Mordekaiser,Tristana,Karma
Challenger,Defeat,euw,2019-06-19,Pyke,Camille,Fiora,Ezreal,Lux,Aatrox,Mordekaiser,LeBlanc,Kai'Sa,Rakan
Challenger,Defeat,euw,2019-06-10,Vladimir,Rengar,Neeko,Twitch,Soraka,Karthus,Jax,Xerath,Sivir,Lux
Challenger,Defeat,euw,2019-06-13,Mordekaiser,Aatrox,Ornn,Ezreal,Yuumi,Jax,Lee Sin,Syndra,Sivir,Pyke
Challenger,Defeat,euw,2019-06-18,Neeko,Rengar,Lulu,Tristana,Thresh,Nasus,Rumble,Zed,Sivir,Yuumi
